customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15754849,776,Germany,Female,32,4,109421.0,2,Yes,Active,126517.0,Stayed
15602280,829,Germany,Female,27,9,112046.0,1,Yes,Active,119708.0,Left
15771573,637,Germany,Female,39,9,137844.0,1,Yes,Active,117623.0,Left
15766205,550,Germany,Male,38,2,103391.0,1,No,Active,90878.0,Stayed
15771873,776,Germany,Female,37,2,103769.0,2,Yes,InActive,194099.0,Stayed
15616550,698,Germany,Male,44,10,116363.0,2,Yes,InActive,198059.0,Stayed
15768193,585,Germany,Male,36,5,146051.0,2,No,InActive,86425.0,Stayed
15683553,788,France,Female,33,5,0.0,2,No,InActive,116978.0,Stayed
15702298,655,Germany,Male,41,8,125562.0,1,No,InActive,164041.0,Left
15569590,601,Germany,Male,42,1,98496.0,1,Yes,InActive,40015.0,Left
15760861,619,France,Male,43,1,125212.0,1,Yes,Active,113410.0,Stayed
15630053,656,France,Male,45,5,127864.0,1,Yes,InActive,87108.0,Stayed
15647091,725,Germany,Male,19,0,75888.0,1,No,InActive,45614.0,Stayed
15623944,511,Spain,Female,66,4,0.0,1,Yes,InActive,1643.0,Left
15804771,614,France,Male,51,4,40686.0,1,Yes,Active,46775.0,Stayed
15651280,742,Germany,Male,35,5,136857.0,1,No,InActive,84510.0,Stayed
15773469,687,Germany,Female,27,9,152329.0,2,No,InActive,126495.0,Stayed
15702014,555,Spain,Male,33,1,56085.0,2,No,InActive,178798.0,Stayed
15751208,684,Spain,Male,56,8,78707.0,1,Yes,Active,99398.0,Stayed
15592461,603,Germany,Male,26,4,109166.0,1,Yes,Active,92841.0,Stayed
15789484,751,Germany,Female,36,6,169831.0,2,Yes,Active,27758.0,Stayed
15696061,581,Germany,Female,34,1,101633.0,1,Yes,InActive,110432.0,Stayed
15641582,735,Germany,Male,43,10,123180.0,2,Yes,Active,196673.0,Stayed
15638424,661,Germany,Female,35,5,150726.0,2,No,Active,113657.0,Stayed
15755648,675,France,Female,21,8,98373.0,1,Yes,InActive,18203.0,Stayed
15703793,738,Germany,Male,58,2,133745.0,4,Yes,InActive,28374.0,Left
15620344,813,France,Male,29,6,0.0,1,Yes,InActive,33954.0,Stayed
15812518,657,Spain,Female,37,0,163607.0,1,No,Active,44204.0,Stayed
15779052,604,Germany,Female,25,5,157781.0,2,Yes,Active,58427.0,Stayed
15770811,519,France,Male,36,9,0.0,2,No,Active,145562.0,Stayed
15780961,735,France,Female,21,1,178718.0,2,Yes,InActive,22388.0,Stayed
15614049,664,France,Male,55,8,0.0,2,Yes,Active,139162.0,Stayed
15662085,678,France,Female,32,9,0.0,1,Yes,Active,148211.0,Stayed
15575185,757,Spain,Male,33,5,77253.0,1,No,Active,194240.0,Stayed
15803136,416,Germany,Female,41,10,122190.0,2,Yes,InActive,98302.0,Stayed
15706021,665,France,Female,34,1,96646.0,2,No,InActive,171414.0,Stayed
15663706,777,France,Female,32,2,0.0,1,Yes,InActive,136458.0,Left
15641732,543,France,Female,36,3,0.0,2,No,InActive,26020.0,Stayed
15701164,506,France,Female,34,4,90308.0,1,Yes,Active,159235.0,Stayed
15738751,493,France,Female,46,4,0.0,2,Yes,InActive,1908.0,Stayed
15805254,652,Spain,Female,75,10,0.0,2,Yes,Active,114676.0,Stayed
15762418,750,Spain,Male,22,3,121682.0,1,Yes,InActive,128643.0,Left
15625759,729,France,Male,30,9,0.0,2,Yes,InActive,151869.0,Stayed
15622897,646,France,Female,46,4,0.0,3,Yes,InActive,93251.0,Left
15767954,635,Germany,Female,28,3,81624.0,2,Yes,Active,156791.0,Stayed
15757535,647,Spain,Female,44,5,0.0,3,Yes,Active,174205.0,Left
15731511,808,France,Male,45,7,118627.0,2,Yes,InActive,147132.0,Stayed
15809248,524,France,Female,36,10,0.0,2,Yes,InActive,109615.0,Stayed
15640635,769,France,Male,29,8,0.0,2,Yes,Active,172291.0,Stayed
15676966,730,Spain,Male,42,4,0.0,2,No,Active,85982.0,Stayed
15699461,515,Spain,Male,35,10,176274.0,1,No,Active,121278.0,Stayed
15738721,773,Spain,Male,41,9,102827.0,1,No,Active,64595.0,Stayed
15693683,814,Germany,Male,29,8,97086.0,2,Yes,Active,197276.0,Stayed
15604348,710,Spain,Male,22,8,0.0,2,No,InActive,99645.0,Stayed
15633059,413,France,Male,34,9,0.0,2,No,InActive,6534.0,Stayed
15808582,665,France,Female,40,6,0.0,1,Yes,Active,161848.0,Stayed
15743192,623,France,Female,44,6,0.0,2,No,InActive,167162.0,Stayed
15580146,738,France,Male,31,9,82674.0,1,Yes,InActive,41971.0,Stayed
15776605,528,Spain,Male,36,7,0.0,2,Yes,InActive,60537.0,Stayed
15804919,670,Spain,Female,65,1,0.0,1,Yes,Active,177656.0,Left
15613854,622,Spain,Female,46,4,107073.0,2,Yes,Active,30985.0,Left
15599195,582,Germany,Male,32,1,88939.0,1,Yes,Active,10055.0,Stayed
15812878,785,Germany,Female,36,2,99807.0,1,No,Active,36977.0,Stayed
15602312,605,Spain,Male,33,5,150093.0,1,No,InActive,71863.0,Stayed
15744689,479,Germany,Male,35,9,92834.0,1,Yes,InActive,99450.0,Left
15803526,685,Germany,Male,30,3,90537.0,1,No,Active,63083.0,Stayed
15665790,538,Germany,Male,39,7,108055.0,2,Yes,InActive,27231.0,Stayed
15715951,562,France,Male,42,2,100238.0,1,No,InActive,86797.0,Stayed
15591100,675,Spain,Male,36,9,106191.0,1,No,Active,22994.0,Stayed
15609618,721,Germany,Male,28,9,154476.0,2,No,Active,101301.0,Left
15675522,628,Germany,Female,30,9,132351.0,2,Yes,Active,74169.0,Stayed
15705512,668,Germany,Female,37,6,167864.0,1,Yes,InActive,115638.0,Stayed
15698028,506,France,Female,41,1,0.0,2,Yes,InActive,31766.0,Stayed
15661670,524,Germany,Female,31,8,107819.0,1,Yes,InActive,199725.0,Left
15600781,699,Germany,Male,34,4,185174.0,2,Yes,InActive,120834.0,Stayed
15682472,828,France,Male,34,8,129433.0,2,No,InActive,38132.0,Stayed
15580203,674,Spain,Male,39,6,120193.0,1,No,InActive,100131.0,Stayed
15690673,656,France,Female,39,6,0.0,2,Yes,InActive,141070.0,Stayed
15760085,684,Germany,Female,48,10,126384.0,1,Yes,Active,198129.0,Stayed
15779659,625,France,Female,28,3,0.0,1,No,InActive,183646.0,Stayed
15627360,432,France,Male,42,9,152603.0,1,Yes,InActive,110265.0,Left
15671137,549,France,Female,52,1,0.0,1,No,Active,8636.0,Left
15782688,625,Germany,Male,56,0,148507.0,1,Yes,InActive,46824.0,Left
15575492,828,France,Female,41,7,0.0,2,Yes,InActive,171379.0,Stayed
15591607,770,France,Male,24,9,101827.0,1,Yes,InActive,167256.0,Stayed
15740404,758,France,Female,34,3,0.0,2,Yes,Active,124226.0,Stayed
15718369,795,Germany,Female,33,9,130862.0,1,Yes,Active,114935.0,Stayed
15677871,687,France,Male,38,9,122571.0,1,Yes,Active,35609.0,Stayed
15642004,686,France,Male,25,1,0.0,2,No,Active,16459.0,Stayed
15712543,789,Germany,Male,39,7,124828.0,2,Yes,Active,124411.0,Stayed
15584518,589,Germany,Female,50,5,144895.0,2,Yes,Active,34941.0,Stayed
15802381,461,Germany,Female,34,5,63664.0,1,No,Active,167784.0,Stayed
15610156,637,France,Male,40,2,133463.0,1,No,Active,93165.0,Stayed
15594408,584,Spain,Female,48,2,213146.0,1,Yes,InActive,75161.0,Left
15640905,579,Spain,Female,35,1,129490.0,2,No,Active,8591.0,Left
15698932,756,Germany,Male,44,10,137452.0,1,Yes,InActive,189544.0,Stayed
15724944,663,France,Male,34,7,0.0,2,Yes,Active,180427.0,Stayed
15628145,682,France,Female,43,5,125852.0,1,Yes,Active,193318.0,Stayed
15713483,793,Spain,Male,52,2,0.0,1,Yes,InActive,159124.0,Left
15612350,691,France,Female,31,5,40916.0,1,Yes,InActive,126214.0,Left
15800703,485,Spain,Female,21,5,113157.0,1,Yes,Active,54142.0,Stayed
15705707,635,Spain,Female,29,8,138297.0,2,Yes,InActive,141076.0,Stayed
15754105,650,France,Male,37,5,106967.0,1,No,InActive,24495.0,Stayed
15703264,735,France,Male,44,9,120682.0,1,Yes,InActive,74836.0,Stayed
15794413,416,France,Male,32,0,0.0,2,No,Active,879.0,Stayed
15650237,754,Spain,Female,32,7,0.0,2,Yes,InActive,89521.0,Stayed
15759618,535,France,Female,48,9,0.0,1,Yes,InActive,149893.0,Left
15811589,716,Spain,Male,42,8,0.0,2,Yes,InActive,180800.0,Stayed
15689044,539,France,Male,37,2,127610.0,1,Yes,InActive,98646.0,Stayed
15709368,614,France,Female,43,6,0.0,2,Yes,Active,109042.0,Stayed
15679145,706,Spain,Male,57,7,0.0,1,Yes,InActive,17941.0,Left
15655007,758,France,Female,33,7,0.0,2,No,InActive,82996.0,Stayed
15623595,586,Spain,Female,28,2,0.0,2,Yes,Active,92067.0,Stayed
15589975,646,France,Female,73,6,97259.0,1,No,Active,104720.0,Stayed
15804017,631,Germany,Female,33,4,123247.0,1,No,InActive,112688.0,Stayed
15692132,717,Spain,Female,22,6,101060.0,1,No,Active,84700.0,Stayed
15641122,684,France,Male,30,2,0.0,2,Yes,InActive,83474.0,Stayed
15630910,800,France,Female,49,7,108007.0,1,No,InActive,47125.0,Stayed
15680772,721,Spain,Female,36,2,0.0,2,Yes,Active,106978.0,Stayed
15658929,683,Spain,Male,29,0,133703.0,1,Yes,InActive,55583.0,Left
15585388,660,Germany,Male,31,9,125190.0,2,Yes,Active,139874.0,Stayed
15724623,704,Germany,Female,24,7,113034.0,1,Yes,InActive,162503.0,Left
15588537,615,Spain,Female,41,9,109013.0,1,Yes,InActive,196500.0,Stayed
15574692,667,Spain,Female,39,2,0.0,2,Yes,InActive,40721.0,Left
15611325,682,Germany,Male,24,9,57930.0,2,No,InActive,53134.0,Stayed
15587562,484,France,Female,29,4,130114.0,1,Yes,InActive,164018.0,Stayed
15613172,628,Germany,Male,27,5,95826.0,2,Yes,InActive,155997.0,Stayed
15651022,480,Germany,Male,44,10,129609.0,1,Yes,InActive,5473.0,Left
15586310,578,France,Male,30,4,169462.0,1,Yes,InActive,112187.0,Stayed
15625524,512,France,Male,40,5,0.0,2,Yes,Active,146458.0,Stayed
15755209,484,Spain,Female,35,7,133868.0,1,Yes,Active,27286.0,Stayed
15645248,510,France,Female,30,0,0.0,2,Yes,Active,130553.0,Stayed
15790355,606,Germany,Male,36,5,190479.0,2,No,InActive,179352.0,Stayed
15762615,597,Spain,Female,40,8,101993.0,1,No,Active,94774.0,Stayed
15625426,754,Germany,Female,55,3,161609.0,1,Yes,InActive,8081.0,Left
15716334,850,Spain,Female,45,2,122311.0,1,Yes,Active,19482.0,Stayed
15789669,510,France,Male,65,2,0.0,2,Yes,Active,48072.0,Stayed
15621075,778,Germany,Female,45,1,162150.0,2,Yes,InActive,174531.0,Stayed
15810845,636,France,Male,42,2,0.0,2,Yes,Active,55471.0,Stayed
15719377,804,France,Female,50,4,0.0,1,Yes,Active,8547.0,Left
15654506,514,France,Male,32,8,0.0,2,Yes,InActive,95857.0,Stayed
15771977,730,France,Female,39,1,99011.0,1,Yes,InActive,194946.0,Stayed
15708710,525,Spain,Female,37,0,0.0,1,No,Active,131522.0,Stayed
15726676,616,Spain,Male,30,5,0.0,2,No,Active,196109.0,Stayed
15587421,687,Germany,Female,34,7,111388.0,2,Yes,InActive,148565.0,Stayed
15726931,715,France,Female,41,8,56215.0,2,No,InActive,92983.0,Left
15771086,512,France,Female,36,3,84328.0,2,Yes,InActive,17675.0,Stayed
15756850,479,France,Male,40,1,0.0,2,No,InActive,114996.0,Stayed
15702741,601,France,Male,32,8,93013.0,1,Yes,InActive,86957.0,Stayed
15679200,580,Spain,Male,29,9,61710.0,2,Yes,InActive,128078.0,Stayed
15594815,807,France,Male,35,3,174790.0,1,Yes,Active,600.0,Stayed
15635905,616,Spain,Female,32,6,0.0,2,Yes,Active,43001.0,Stayed
15777892,721,Germany,Male,37,3,107721.0,1,Yes,Active,158591.0,Stayed
15656176,501,France,Male,57,10,0.0,2,Yes,Active,47847.0,Stayed
15811127,521,France,Male,35,6,96424.0,1,Yes,InActive,10488.0,Stayed
15604482,850,Spain,Male,30,2,141040.0,1,Yes,Active,5978.0,Stayed
15622911,759,France,Male,42,4,105420.0,1,No,Active,121409.0,Stayed
15600974,516,Spain,Male,50,5,0.0,1,No,Active,146146.0,Left
15727868,711,France,Female,38,2,129022.0,2,Yes,Active,14375.0,Left
15627801,512,Spain,Male,33,3,176667.0,1,Yes,InActive,94671.0,Stayed
15773039,550,France,Male,37,3,0.0,1,Yes,Active,179670.0,Stayed
15755262,608,Spain,Female,41,3,89764.0,1,No,InActive,199305.0,Left
15679531,618,France,Male,34,5,134955.0,1,Yes,Active,151954.0,Stayed
15684181,643,France,Male,45,5,0.0,1,Yes,InActive,142514.0,Left
15612087,671,France,Male,45,2,106377.0,1,No,Active,158265.0,Stayed
15752047,689,Germany,Male,33,2,161815.0,2,Yes,InActive,169382.0,Stayed
15624592,603,France,Male,31,8,0.0,2,Yes,Active,169915.0,Stayed
15573152,620,France,Female,41,9,0.0,2,No,InActive,88852.0,Stayed
15594917,676,France,Female,34,1,63095.0,1,Yes,Active,40646.0,Stayed
15785542,572,Germany,Male,26,4,118287.0,2,No,InActive,60427.0,Stayed
15723488,668,Germany,Male,47,7,106854.0,1,No,Active,157959.0,Left
15680920,695,France,Male,46,7,49513.0,1,Yes,InActive,133007.0,Stayed
15786308,730,Spain,Female,33,9,0.0,2,No,InActive,176577.0,Stayed
15659366,807,France,Male,43,1,105799.0,2,Yes,InActive,34888.0,Left
15774854,592,France,Male,54,8,0.0,1,Yes,Active,28738.0,Left
15725311,726,France,Female,31,9,114722.0,2,Yes,Active,98179.0,Stayed
15787155,514,Spain,Male,30,7,0.0,1,No,Active,125010.0,Stayed
15727829,567,France,Male,42,2,0.0,2,Yes,Active,167985.0,Stayed
15733247,850,France,Male,33,10,0.0,1,Yes,InActive,4862.0,Left
15568748,671,Germany,Male,45,6,99564.0,1,Yes,Active,108872.0,Left
15699029,670,France,Male,37,4,170558.0,2,Yes,InActive,198253.0,Stayed
15774393,694,France,Female,30,9,0.0,2,Yes,Active,26960.0,Stayed
15676895,547,Germany,Female,39,6,74596.0,3,Yes,Active,85747.0,Left
15637753,751,Germany,Male,50,2,96888.0,1,Yes,InActive,77206.0,Left
15605461,594,Germany,Female,29,3,130830.0,1,Yes,InActive,61049.0,Stayed
15808473,673,France,Male,72,1,0.0,2,No,Active,111981.0,Stayed
15627000,610,France,Male,40,0,0.0,2,Yes,InActive,62233.0,Stayed
15787174,512,France,Female,37,1,0.0,2,No,Active,156105.0,Stayed
15723886,767,Germany,Male,20,3,119714.0,2,No,Active,150135.0,Stayed
15704769,585,France,Female,67,5,113979.0,2,No,Active,93146.0,Stayed
15772896,763,Germany,Male,42,6,100161.0,1,Yes,InActive,33463.0,Left
15711540,712,France,Female,29,2,0.0,1,Yes,Active,144375.0,Stayed
15764866,539,Germany,Female,43,3,116220.0,3,Yes,InActive,55804.0,Left
15794056,668,France,Female,46,2,0.0,3,Yes,InActive,89048.0,Left
15795149,703,France,Male,28,2,81174.0,2,No,Active,162812.0,Stayed
15812009,662,Spain,Male,38,4,0.0,2,Yes,InActive,136260.0,Stayed
15651001,725,Germany,Female,39,5,116804.0,1,Yes,InActive,124053.0,Stayed
15813844,703,France,Male,37,8,105962.0,2,No,Active,74159.0,Stayed
15596175,659,Germany,Male,67,6,117412.0,1,Yes,Active,45071.0,Left
15576269,523,Spain,Male,34,7,0.0,2,Yes,InActive,62030.0,Stayed
15797219,635,France,Female,40,10,123498.0,1,Yes,InActive,131953.0,Left
15685500,772,Germany,Male,26,7,152401.0,2,Yes,InActive,79414.0,Stayed
15599792,545,France,Female,26,1,0.0,2,Yes,Active,199639.0,Stayed
15657566,634,Germany,Male,24,8,103098.0,1,Yes,Active,157577.0,Stayed
15772423,739,Germany,Male,54,8,126418.0,1,Yes,InActive,134421.0,Left
15628112,771,Germany,Female,36,5,77847.0,1,No,InActive,99806.0,Stayed
15753754,587,Spain,Female,34,1,0.0,2,Yes,Active,97933.0,Stayed
15793726,681,France,Female,79,0,0.0,2,No,Active,170969.0,Stayed
15694717,544,Germany,Male,37,2,79732.0,1,Yes,Active,57559.0,Stayed
15665834,696,Spain,Male,28,8,0.0,1,No,InActive,176713.0,Stayed
15765297,766,Spain,Male,41,0,0.0,2,No,Active,34283.0,Stayed
15636684,727,France,Male,34,10,0.0,2,Yes,Active,198637.0,Stayed
15592979,671,Germany,Female,34,6,37267.0,2,No,InActive,156917.0,Stayed
15750803,693,France,Female,30,6,127992.0,1,Yes,Active,50457.0,Stayed
15607178,850,Germany,Male,38,3,54901.0,1,Yes,Active,140076.0,Stayed
15713853,732,Germany,Male,42,9,108748.0,2,Yes,Active,65323.0,Stayed
15673481,726,Spain,Female,48,6,99906.0,1,Yes,InActive,64323.0,Stayed
15686776,557,France,Female,32,6,184686.0,2,Yes,InActive,14956.0,Stayed
15673693,682,France,Female,26,0,110654.0,1,No,Active,111879.0,Stayed
15700696,738,Spain,Male,31,9,79020.0,1,Yes,Active,18606.0,Stayed
15813163,531,Spain,Female,36,9,99241.0,1,Yes,InActive,123137.0,Stayed
15653857,498,France,Male,34,2,0.0,2,Yes,Active,148528.0,Stayed
15777076,651,France,Male,36,7,0.0,2,Yes,InActive,13898.0,Stayed
15717398,549,Spain,Female,39,7,0.0,1,No,InActive,81259.0,Left
15799217,791,Germany,Female,35,7,52436.0,1,Yes,InActive,161052.0,Stayed
15787071,650,Spain,Male,41,9,0.0,2,No,Active,191600.0,Stayed
15619955,733,Germany,Male,34,3,100338.0,3,Yes,InActive,48559.0,Left
15796505,811,Germany,Female,34,1,149297.0,2,Yes,Active,186340.0,Stayed
15725166,707,France,Male,30,8,0.0,2,Yes,InActive,33159.0,Stayed
15800116,712,Germany,Male,28,4,145605.0,1,No,Active,93884.0,Stayed
15758685,706,Spain,Female,37,7,0.0,2,Yes,Active,110899.0,Stayed
15694456,756,France,Male,62,3,0.0,1,Yes,Active,11199.0,Left
15767339,777,France,Female,53,10,0.0,2,Yes,InActive,189993.0,Stayed
15683562,646,France,Male,35,6,84027.0,1,No,Active,164256.0,Stayed
15782210,714,France,Male,46,1,0.0,1,Yes,InActive,152168.0,Left
15668893,782,France,Male,39,8,0.0,2,Yes,Active,33950.0,Stayed
15669169,775,Spain,Male,29,10,0.0,2,Yes,Active,68144.0,Stayed
15643024,479,Germany,Male,35,4,138719.0,1,Yes,Active,47252.0,Left
15699389,807,France,Male,42,7,118275.0,1,Yes,Active,25886.0,Stayed
15708608,799,France,Female,22,8,174186.0,2,No,Active,192634.0,Stayed
15626144,675,France,Male,40,7,113209.0,2,Yes,InActive,34577.0,Stayed
15573112,602,Spain,Male,29,5,103907.0,1,Yes,InActive,161230.0,Stayed
15790678,475,France,Female,32,8,119023.0,1,Yes,InActive,100816.0,Stayed
15727556,744,Spain,Female,26,5,166298.0,1,Yes,Active,181694.0,Stayed
15697307,588,Spain,Male,34,10,0.0,2,Yes,InActive,79079.0,Stayed
15652266,703,Germany,Male,42,9,63227.0,1,No,Active,137316.0,Stayed
15607098,747,Spain,Female,41,5,94521.0,2,Yes,InActive,194927.0,Stayed
15655774,583,France,Male,27,7,0.0,2,Yes,InActive,51285.0,Stayed
15590241,750,Spain,Female,34,9,112822.0,1,No,InActive,150402.0,Left
15785819,681,France,Male,38,3,0.0,2,Yes,Active,112492.0,Stayed
15723654,773,France,Male,25,2,135903.0,1,Yes,InActive,73656.0,Stayed
15774510,714,France,Female,31,4,125169.0,1,Yes,Active,106637.0,Stayed
15684173,687,Spain,Female,44,7,0.0,3,Yes,InActive,155854.0,Left
15650068,511,France,Male,58,0,149117.0,1,Yes,Active,162600.0,Stayed
15811490,627,France,Male,33,5,0.0,2,Yes,Active,103738.0,Stayed
15803976,694,France,Female,31,10,0.0,2,Yes,InActive,160990.0,Stayed
15682541,616,Spain,Female,36,6,132312.0,1,No,InActive,15463.0,Stayed
15695699,687,France,Male,35,8,0.0,2,Yes,InActive,10334.0,Stayed
15624188,712,France,Female,33,6,0.0,2,Yes,Active,190686.0,Stayed
15812191,553,France,Male,33,4,118083.0,1,No,InActive,94440.0,Stayed
15636673,667,France,Male,31,1,119267.0,1,Yes,Active,28258.0,Stayed
15594898,731,France,Male,43,2,0.0,1,Yes,Active,170035.0,Left
15660211,629,Germany,Male,35,7,156847.0,2,Yes,InActive,31824.0,Stayed
15773972,614,France,Male,50,4,137104.0,1,Yes,InActive,127166.0,Left
15746726,438,Germany,Male,31,8,78399.0,1,Yes,InActive,44937.0,Stayed
15712287,652,France,Female,80,4,0.0,2,Yes,Active,188603.0,Stayed
15702919,729,Germany,Male,30,6,63669.0,1,Yes,InActive,145111.0,Stayed
15674398,642,France,Male,38,3,0.0,2,No,InActive,171464.0,Stayed
15797960,806,Germany,Female,59,0,135296.0,1,Yes,InActive,182822.0,Stayed
15631868,744,Spain,Male,36,2,153804.0,1,Yes,Active,87213.0,Stayed
15581539,474,Spain,Male,37,3,0.0,2,No,InActive,57175.0,Stayed
15662736,559,France,Male,49,2,147070.0,1,Yes,InActive,120541.0,Left
15666252,706,Spain,Male,42,9,0.0,2,Yes,Active,28714.0,Stayed
15677512,628,Spain,Female,22,3,0.0,1,Yes,InActive,85426.0,Stayed
15626114,429,France,Male,24,4,95742.0,1,Yes,InActive,46171.0,Stayed
15810834,525,Spain,Female,57,2,145965.0,1,Yes,Active,64448.0,Stayed
15678910,680,France,Female,30,8,141442.0,1,Yes,Active,16279.0,Stayed
15694408,749,France,Male,40,1,139290.0,1,Yes,InActive,182855.0,Left
15585215,763,France,Female,31,4,0.0,2,No,InActive,50405.0,Stayed
15682757,734,France,Male,30,3,0.0,2,Yes,InActive,107640.0,Stayed
15736601,716,France,Male,35,4,144429.0,1,Yes,InActive,134133.0,Stayed
15601848,594,France,Male,35,2,0.0,2,Yes,InActive,103481.0,Stayed
15736008,644,France,Female,46,9,95441.0,1,Yes,InActive,108761.0,Left
15669064,671,Germany,Male,35,1,144849.0,1,Yes,Active,179012.0,Stayed
15624528,664,Germany,Male,26,7,116244.0,2,Yes,Active,95145.0,Stayed
15598493,656,France,Male,50,7,0.0,2,No,Active,72143.0,Stayed
15601274,667,Spain,Female,40,1,146502.0,1,Yes,InActive,19163.0,Stayed
15702669,663,Germany,Male,44,2,117029.0,2,No,Active,144680.0,Stayed
15728669,584,Germany,Female,30,8,112014.0,1,Yes,InActive,177772.0,Left
15742668,626,Spain,Female,37,6,108269.0,1,Yes,InActive,5598.0,Stayed
15697441,485,France,Male,29,7,182124.0,1,Yes,InActive,116829.0,Left
15740476,659,Germany,Female,32,3,150924.0,2,No,Active,174653.0,Stayed
15648064,649,France,Male,33,2,0.0,2,Yes,InActive,2011.0,Stayed
15636624,805,Spain,Female,39,5,165272.0,1,Yes,InActive,14110.0,Left
15807923,716,Germany,Female,39,10,115301.0,1,Yes,InActive,43527.0,Left
15745844,642,Germany,Female,40,6,129502.0,2,No,Active,86099.0,Left
15786170,659,France,Male,31,4,118342.0,1,No,InActive,161574.0,Stayed
15681081,545,Spain,Female,47,5,0.0,2,Yes,Active,38970.0,Stayed
15684484,543,France,Male,22,8,0.0,2,No,InActive,127587.0,Stayed
15785869,718,France,Female,25,7,0.0,2,Yes,InActive,30380.0,Stayed
15763859,840,France,Female,43,7,0.0,2,Yes,InActive,90909.0,Stayed
15658935,630,Germany,Female,34,9,106937.0,2,Yes,InActive,138275.0,Stayed
15747358,643,Germany,Male,59,3,170331.0,1,Yes,Active,32172.0,Stayed
15735203,654,Germany,Female,32,1,114511.0,1,Yes,Active,126143.0,Stayed
15576256,582,France,Male,39,5,0.0,2,Yes,Active,129893.0,Stayed
15659420,659,Spain,Male,32,3,107594.0,2,Yes,Active,102417.0,Stayed
15593365,762,Spain,Male,39,2,81273.0,1,Yes,Active,18720.0,Stayed
15777352,568,Spain,Female,32,7,169400.0,1,Yes,InActive,61936.0,Stayed
15812007,670,Spain,Male,25,6,0.0,2,Yes,Active,78359.0,Stayed
